曲名,サムネ用リンク,MVリンク,フル尺リンク,MV公開,3Dリンク,3Dリンク2,公開日,ユニット,歌唱,歌唱2,歌唱3,男女,外部,箱内カバー,全体曲,ライバー自身が制作（作曲・イラスト等）,備考,備考2,備考3,備考4,踊ろう！,振付リンク,振付リンク2,振付リンク3,オンラインライブ等で披露済,カラオケ（DAM）,カラオケ（JOYSOUND）,フィジカルCDリリース,デジタルリリース,サブスクリンク,独特なコーレス,3D配信リンク2,3D配信リンク3,メモ2,Shortsリンク,その他リンク,その他2,その他3,説明1,メモ3,BPM,疾走感,しっとり・チル,盛り上がる,熱い・パワフル,ワイルド・攻撃的,明るい・キラキラ,ハッピー・ポジティブ,ポップな,可愛い,爽やか,透明感,セクシー・色気がある,クール・かっこいい,オシャレ・スタイリッシュ,シリアス・ダーク,アンニュイ・ネガティブ,神秘的・幻想的,壮大・ドラマチック,切ない・ノスタルジック,温かい・優しい,エモーショナル,クセが強い・ユニーク,個数,25↑,最大値,平均,確認用,
STARRY WORDS,https://youtu.be/_zoRMwRZ9Rg?si=q6M6FZFmLbxy4Bir,,https://youtu.be/MAGD7rVWkmk?si=REJcKW-RExm9qZH2,FALSE,,,2019/11/27,ぷりずむりりっく！,宇志海いちご、家長むぎ、勇気ちひろ,,,女性ユニット,FALSE,FALSE,FALSE,FALSE,アルバム：にじさんじMusic MIX UP!!,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Replace to be,https://youtu.be/7qGbqQTn6og?si=4oYUJ_ph8c5Jvp6n,https://youtu.be/7qGbqQTn6og?si=4oYUJ_ph8c5Jvp6n,,TRUE,,,2026/05/08,VACHSS,葛葉、叶、加賀美ハヤト、不破湊、剣持刀也、夢追翔,,,男性ユニット,FALSE,FALSE,FALSE,TRUE,作詞・作曲：夢追翔,,,,FALSE,,,,,,,FALSE,TRUE,https://linkco.re/xHr0vvMc,FALSE,,,,,,,,,,,,,15,15,17.5,,,,,,,,30,7.5,,,,,,,,15,6,1,30,16.66666667,100,
全肯定！,https://youtu.be/kdKXI-iY0tc?si=A74WcoMlSiq16qHZ,https://youtu.be/kdKXI-iY0tc?si=A74WcoMlSiq16qHZ,,TRUE,,,2026/03/10,,フレン・E・ルスタリオ,コーラス：リゼ・ヘルエスタ、笹木咲、五十嵐梨花、星川サラ、社築、剣持刀也、加賀美ハヤト、戌亥とこ、先斗寧、花畑チャイカ,,女性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,https://youtube.com/shorts/nEOvFAKkNYA?si=7Q5SEjqMgP3ha2ze,,,,,,FALSE,TRUE,https://linkco.re/nnrgbYf0,TRUE,,,,,,,,,,,,,15,,,17.5,30,,7.5,12.5,,,,,,,,,,10,7.5,,7,1,30,14.28571429,100,
地獄屋八丁荒らし,https://youtu.be/XwZZeMNanKw?si=ffo1Dq0ehYcwYly8,https://youtu.be/XwZZeMNanKw?si=ffo1Dq0ehYcwYly8,,TRUE,,,2020/11/27,,戌亥とこ,,,女性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,,,FALSE,TRUE,https://linkco.re/B4HB2gX4?lang=ja,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Temperance,https://youtu.be/4L-U_eEKRpQ?si=P_aokVP8d5WTbbGc,https://youtu.be/4L-U_eEKRpQ?si=P_aokVP8d5WTbbGc,,TRUE,,,2025/08/14,MAS-RAO(麗),シェリン・バーガンディ、レオス・ヴィンセント、オリバー・エバンス、ジョー・力一,,,男性ユニット,FALSE,FALSE,FALSE,TRUE,作詞：ジョー・力一,ナレーション：オリバー・エバンス,,,FALSE,,,,,,,FALSE,TRUE,https://linkco.re/2RdZD7mv,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
大車輪,https://youtu.be/PIOHKVWjLg4?si=cfqFhstUgpmZE0V1,https://youtu.be/PIOHKVWjLg4?si=cfqFhstUgpmZE0V1,,TRUE,,,2025/08/14,MAS-RAO(剛),舞元啓介、ベルモンド・バンデラス、天開司、ジョー・力一,,,男性ユニット,TRUE,FALSE,FALSE,TRUE,作詞：ジョー・力一,,,,FALSE,,,,,,,FALSE,TRUE,https://linkco.re/2RdZD7mv,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
VOLTAGE,https://youtu.be/JNCMXcP6AYE?si=Ydt2W0JSDZ_PHHcG,https://youtu.be/JNCMXcP6AYE?si=Ydt2W0JSDZ_PHHcG,,TRUE,,,2020/04/10,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,アルバム：シナスタジア,,,,FALSE,,,,,,,TRUE,TRUE,https://umj.lnk.to/rd_synas,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
蜜ノ味,https://youtu.be/OtkyRFUEWas?si=kLofI8NWboCPlqUb,https://youtu.be/OtkyRFUEWas?si=kLofI8NWboCPlqUb,,TRUE,,,2020/05/13,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,アルバム：シナスタジア,,,,FALSE,,,,,,,TRUE,TRUE,https://umj.lnk.to/rd_synas,,,,,,,,,,,,,,,,,,,,,,,5,15,15,45,20,,,,,,,5,1,45,20,100,
ジュブナイルダイバー,https://youtu.be/8-tcLBUM4AQ?si=yoz51bEBsEdVQEkw,,,FALSE,,,2020/05/13,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,アルバム：シナスタジア,,,,FALSE,,,,,,,TRUE,TRUE,https://umj.lnk.to/rd_synas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
シグナル,https://youtu.be/bF1Z7cG7u1c?si=eum0ZTaVE8hv4rbn,,,FALSE,,,2020/05/13,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,アルバム：シナスタジア,,,,FALSE,,,,,,,TRUE,TRUE,https://umj.lnk.to/rd_synas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Under The Moon,https://youtu.be/LPSS4LwFjs0?si=lAkUWzaMjano0ZlM,,,FALSE,,,2020/05/13,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,アルバム：シナスタジア,,,,FALSE,,,,,,,TRUE,TRUE,https://umj.lnk.to/rd_synas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
セルフィーDimension,https://youtu.be/vn919wbETgc?si=3ZtsrwEofTtCFuzv,https://youtu.be/vn919wbETgc?si=3ZtsrwEofTtCFuzv,,TRUE,,,2020/05/13,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,アルバム：シナスタジア,,,,FALSE,,,,,,,TRUE,TRUE,https://umj.lnk.to/rd_synas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
雨言葉,https://youtu.be/GhlUnZdyo5Q?si=EREuXjIFt7Uzs5J_,https://youtu.be/GhlUnZdyo5Q?si=EREuXjIFt7Uzs5J_,,TRUE,,,2020/11/25,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,アルバム：オントロジー,,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/ontology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
ラブヘイト,https://youtu.be/iXdsQYTZxBw?si=276NpusFfzHb0jBa,,,FALSE,,,2020/11/25,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,TRUE,作詞：藤林聖子、三枝明那,アルバム：オントロジー,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/ontology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
ソワレ,https://youtu.be/DstJxRSy4qI?si=l-z9XDoR-Yf1a6Jg,,,FALSE,,,2020/11/25,Rain Drops,三枝明那、ジョー・力一、える,,,男女混合,FALSE,FALSE,FALSE,TRUE,作詞：ジョー・力一,アルバム：オントロジー,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/ontology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
ミュウ,https://youtu.be/pDkWP-6og4o?si=kw5lsfTKVahMmVN8,,,FALSE,,,2020/11/25,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,アルバム：オントロジー,,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/ontology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
ミスティック／マインワルド,https://youtu.be/QWfBrqyRJCo?si=aFsifhJ5iMJtf9SS,,,FALSE,,,2020/11/25,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,アルバム：オントロジー,,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/ontology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
白と嘘,https://youtu.be/btYWZvTv-SI?si=dDwvrH89qfG9naT3,,,FALSE,,,2020/11/25,Rain Drops,鈴木勝、緑仙、童田明治,,,男女混合,FALSE,FALSE,FALSE,TRUE,作詞：RUCCA、鈴木勝,アルバム：オントロジー,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/ontology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
オントロジー,https://youtu.be/Thf5mhiBVrc?si=B1DAd7wW1yj04aYX,https://youtu.be/Thf5mhiBVrc?si=B1DAd7wW1yj04aYX,,TRUE,,,2020/10/23,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,アルバム：オントロジー,,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/ontology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
リフレインズ,https://youtu.be/lL-nvUWCKAo?si=_YVjChcNhitV1kO7,,,FALSE,,,2021/04/14,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/refrains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
"Flowing, walking",https://youtu.be/0F91VMLLfGk?si=_yeLoapaLSJyYylH,,,FALSE,,,2021/04/14,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,TRUE,作詞：ジョー・力一,,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/refrains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
エンターテイナー,https://youtu.be/RuKGfoREGeg?si=11j-eBIuC8988t4B,https://youtu.be/RuKGfoREGeg?si=11j-eBIuC8988t4B,,TRUE,,,2021/08/27,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,フルアルバム：バイオグラフィ,,,,TRUE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/biography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
formula,https://youtu.be/voqTeZNEkf0?si=V6ua2QcqhfpTE9Je,,,FALSE,,,2021/09/22,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,フルアルバム：バイオグラフィ,,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/biography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
ブギーマン,https://youtu.be/X9gTypGguVI?si=RyvYtSj-NPu5cBNq,,,FALSE,,,2021/09/22,Rain Drops,緑仙、三枝明那、ジョー・力一,,,男女混合,FALSE,FALSE,FALSE,FALSE,フルアルバム：バイオグラフィ,,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/biography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
蜜ノ味(Re:ver),https://youtu.be/eQN5GHwm2HU?si=3n2SrpN40mCf5LPX,,,FALSE,,,2021/09/22,Rain Drops,ジョー・力一、童田明治、える,,,男女混合,FALSE,FALSE,FALSE,FALSE,フルアルバム：バイオグラフィ,,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/biography,,,,,,,,,,,,,,,,,,,,,,,10,15,10,45,20,,,,,,,5,1,45,20,100,
魅惑の華,https://youtu.be/EFY0JGTbXGc?si=-SeFdhYmgcrJ0ig4,,,FALSE,,,2021/09/22,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,フルアルバム：バイオグラフィ,,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/biography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Butterflies,https://youtu.be/QFS_RUr7EtY?si=MD78fsDtlwBnXPd-,,,FALSE,,,2021/09/22,Rain Drops,える、童田明治、鈴木勝,,,男女混合,FALSE,FALSE,FALSE,FALSE,フルアルバム：バイオグラフィ,,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/biography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
明日は日曜日,https://youtu.be/MCvz1Nbk19s?si=kYv7NIt-NYNR4PrW,https://youtu.be/MCvz1Nbk19s?si=kYv7NIt-NYNR4PrW,,TRUE,,,2021/07/23,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,フルアルバム：バイオグラフィ,,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/biography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
きこえ,https://youtu.be/Fb-lcath9Ts?si=t6DAXRS8NhfdXcDr,,,FALSE,,,2021/09/22,Rain Drops,童田明治,,,男女混合,FALSE,FALSE,FALSE,FALSE,フルアルバム：バイオグラフィ,,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/biography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
ジュブナイルダイバー(Re:ver),https://youtu.be/OKyJ25zhpjw?si=jI3FagjIccYIYHWU,,,FALSE,,,2021/09/22,Rain Drops,鈴木勝、緑仙、三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,フルアルバム：バイオグラフィ,,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/biography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
シャロウ,https://youtu.be/OKyJ25zhpjw?si=jI3FagjIccYIYHWU,,,FALSE,,,2021/09/22,Rain Drops,三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,フルアルバム：バイオグラフィ,,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/biography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
TAKE OFF,https://youtu.be/CeULw79wtW4?si=pX_3eQhgGSf70whC,,,FALSE,,,2021/09/22,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,フルアルバム：バイオグラフィ,,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/biography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
僕らの月は多角形,https://youtu.be/40yBmhQ386c?si=mwEm-ImOL-fysLb9,,,FALSE,,,2021/09/22,Rain Drops,える、鈴木勝、緑仙、ジョー・力一、童田明治、三枝明那,,,男女混合,FALSE,FALSE,FALSE,FALSE,フルアルバム：バイオグラフィ,,,,FALSE,,,,,,,TRUE,TRUE,https://raindrops.lnk.to/biography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
【Cover】ミュウ (covered by ジョー・力一),https://youtu.be/G6ziLOKVUWA?si=sRJM3sfb_8andEbB,https://youtu.be/G6ziLOKVUWA?si=sRJM3sfb_8andEbB,,FALSE,,,2022/01/29,Rain Drops,ジョー・力一,,,男性ソロ,FALSE,TRUE,FALSE,FALSE,,,,,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
【Cover】蜜の味 (covered by える),https://youtu.be/RV7BeTY7xBk?si=TYI75CI5Mh3zVsMO,https://youtu.be/RV7BeTY7xBk?si=TYI75CI5Mh3zVsMO,,FALSE,,,2022/01/25,Rain Drops,える,,,女性ソロ,FALSE,TRUE,FALSE,FALSE,,,,,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,5,,,,,,,10,15,10,45,15,,,,,,,6,1,45,16.66666667,100,
【Cover】雨言葉 (covered by 童田明治),https://youtu.be/lIcm5Kf70wQ?si=eiZPHrJBLc6SUc_h,https://youtu.be/lIcm5Kf70wQ?si=eiZPHrJBLc6SUc_h,,FALSE,,,2022/01/26,Rain Drops,童田明治,,,女性ソロ,FALSE,TRUE,FALSE,FALSE,,,,,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
【Cover】formula (covered by 鈴木勝),https://youtu.be/Fk4FLTAWGOY?si=91E_-jbOcoI3M761,https://youtu.be/Fk4FLTAWGOY?si=91E_-jbOcoI3M761,,FALSE,,,2022/01/27,Rain Drops,鈴木勝,,,男性ソロ,FALSE,TRUE,FALSE,FALSE,,,,,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
