分類,配信内容,配信日,No.,曲名,歌手名,リンク,甲斐田歌唱,コラボライバー,演奏
弾き語り,10万人記念配信,2020/12/20,66,恋! ハレイション THE WAR,ワルキューレ,https://youtu.be/j3XT_ft2DWc?t=12183,TRUE,,
弾き語り,10万人記念配信,2020/12/20,67,オトモダチフィルム,オーイシマサヨシ,https://youtu.be/j3XT_ft2DWc?t=12327,TRUE,,
弾き語り,10万人記念配信,2020/12/20,68,夜空ノムコウ,SMAP,https://youtu.be/j3XT_ft2DWc?t=12523,TRUE,,
弾き語り,10万人記念配信,2020/12/20,69,innocent starter,水樹奈々,https://youtu.be/j3XT_ft2DWc?t=12724,TRUE,,
弾き語り,10万人記念配信,2020/12/20,70,Little Wish ～Lyrical step～,田村ゆかり,https://youtu.be/j3XT_ft2DWc?t=12863,TRUE,,
弾き語り,10万人記念配信,2020/12/20,71,fancy baby doll,田村ゆかり,https://youtu.be/j3XT_ft2DWc?t=13060,TRUE,,
弾き語り,10万人記念配信,2020/12/20,72,もう恋なんてしない,槇原敬之,https://youtu.be/j3XT_ft2DWc?t=13449,TRUE,,
弾き語り,10万人記念配信,2020/12/20,73,赤いスイートピー,松田聖子,https://youtu.be/j3XT_ft2DWc?t=13698,TRUE,,
弾き語り,10万人記念配信,2020/12/20,74,The Biggest Dreamer,和田光司,https://youtu.be/j3XT_ft2DWc?t=13857,TRUE,,
弾き語り,10万人記念配信,2020/12/20,75,勇気100%,光GENGI,https://youtu.be/j3XT_ft2DWc?t=14095,TRUE,,
弾き語り,10万人記念配信,2020/12/20,76,secret base～君がくれたもの～,ZONE,https://youtu.be/j3XT_ft2DWc?t=14242,TRUE,,
弾き語り,10万人記念配信,2020/12/20,77,もののけ姫,米良美一,https://youtu.be/j3XT_ft2DWc?t=14696,TRUE,,
弾き語り,10万人記念配信,2020/12/20,78,ぶる～べりぃ♡とれいん,南ことり(内田彩),https://youtu.be/j3XT_ft2DWc?t=14919,TRUE,,
弾き語り,10万人記念配信,2020/12/20,79,僕らは今のなかで,μ's,https://youtu.be/j3XT_ft2DWc?t=15134,TRUE,,
弾き語り,10万人記念配信,2020/12/20,80,こころのたまご,Buono!,https://youtu.be/j3XT_ft2DWc?t=15600,TRUE,,
弾き語り,10万人記念配信,2020/12/20,81,M♭,加藤恵(安野希世乃),https://youtu.be/j3XT_ft2DWc?t=16001,TRUE,,
弾き語り,10万人記念配信,2020/12/20,82,もってけ！セーラーふく,泉こなた(平野綾)、柊かがみ(加藤英美里)、柊つかさ(福原香織)、高良みゆき(遠藤綾),https://youtu.be/j3XT_ft2DWc?t=16178,TRUE,,
弾き語り,10万人記念配信,2020/12/20,83,寝・逃・げでリセット！,柊つかさ(福原香織),https://youtu.be/j3XT_ft2DWc?t=16294,TRUE,,
弾き語り,10万人記念配信,2020/12/20,84,太陽の楽園 ~Promised Land~,神戸みゆき,https://youtu.be/j3XT_ft2DWc?t=16446,TRUE,,
弾き語り,10万人記念配信,2020/12/20,85,Legend of Marmaid,中田あすみ、寺門仁美、浅野まゆみ,https://youtu.be/j3XT_ft2DWc?t=16605,TRUE,,
弾き語り,10万人記念配信,2020/12/20,86,紅蓮華,LiSA,https://youtu.be/j3XT_ft2DWc?t=17130,TRUE,,
弾き語り,10万人記念配信,2020/12/20,87,ぼなぺてぃーと♡S,ブレンド・A,https://youtu.be/j3XT_ft2DWc?t=17322,TRUE,,
弾き語り,10万人記念配信,2020/12/20,88,経験値上昇中☆,みなみけ,https://youtu.be/j3XT_ft2DWc?t=17507,TRUE,,
弾き語り,10万人記念配信,2020/12/20,89,1000%SPARKING!,ネギ・スプリングフィールド(佐藤利奈)、神楽坂明日菜(神田朱未)、近衛木乃香(野中藍)、桜咲刹那(小林ゆう),https://youtu.be/j3XT_ft2DWc?t=17766,TRUE,,
弾き語り,10万人記念配信,2020/12/20,90,青空のラプソディ,fhana,https://youtu.be/j3XT_ft2DWc?t=18048,TRUE,,
弾き語り,10万人記念配信,2020/12/20,91,Departures ~あなたにおくるアイの歌~,EGOIST,https://youtu.be/j3XT_ft2DWc?t=18234,TRUE,,
弾き語り,10万人記念配信,2020/12/20,92,All Alone With You,EGOIST,https://youtu.be/j3XT_ft2DWc?t=18443,TRUE,,
弾き語り,10万人記念配信,2020/12/20,93,月光花,Janne Da Arc,https://youtu.be/j3XT_ft2DWc?t=18644,TRUE,,
弾き語り,10万人記念配信,2020/12/20,94,フリージア,Uru,https://youtu.be/j3XT_ft2DWc?t=18784,TRUE,,
弾き語り,10万人記念配信,2020/12/20,95,シルシ,LiSA,https://youtu.be/j3XT_ft2DWc?t=18963,TRUE,,
弾き語り,10万人記念配信,2020/12/20,96,限界突破×サバイバー,氷川きよし,https://youtu.be/j3XT_ft2DWc?t=19168,TRUE,,
弾き語り,10万人記念配信,2020/12/20,97,小さきもの,林明日香,https://youtu.be/j3XT_ft2DWc?t=19346,TRUE,,
弾き語り,10万人記念配信,2020/12/20,98,白日,King Gnu,https://youtu.be/j3XT_ft2DWc?t=19517,TRUE,,
弾き語り,10万人記念配信,2020/12/20,99,真っ赤な誓い,福山芳樹,https://youtu.be/j3XT_ft2DWc?t=19744,TRUE,,
弾き語り,10万人記念配信,2020/12/20,100,君の知らない物語,supercell,https://youtu.be/j3XT_ft2DWc?t=20040,TRUE,,
弾き語り,弾き語り配信,2020/12/28,1,猫,DISH//,https://youtu.be/1umV2ZK64Jo?t=316,TRUE,,
弾き語り,弾き語り配信,2020/12/28,2,"One More Time, One More Chance",山崎まさよし,https://youtu.be/1umV2ZK64Jo?t=675,TRUE,,
弾き語り,弾き語り配信,2020/12/28,3,夜に駆ける,YOASOBI,https://youtu.be/1umV2ZK64Jo?t=1142,TRUE,,
弾き語り,弾き語り配信,2020/12/28,4,クリスマスソング,back number,https://youtu.be/1umV2ZK64Jo?t=1539,TRUE,,
弾き語り,弾き語り配信,2020/12/28,5,今好きになる。,HoneyWorks,https://youtu.be/1umV2ZK64Jo?t=2298,TRUE,,
弾き語り,弾き語り配信,2020/12/28,6,クワガタにチョップしたらタイムスリップした,家の裏でマンボウが死んでるP,https://youtu.be/1umV2ZK64Jo?t=2777,TRUE,,
弾き語り,弾き語り配信,2020/12/28,7,初めての恋が終わる時,ryo(supercell),https://youtu.be/1umV2ZK64Jo?t=3264,TRUE,,
弾き語り,弾き語り配信,2020/12/28,8,初音ミクの消失,cosMo@暴走P,https://youtu.be/1umV2ZK64Jo?t=3862,TRUE,,
弾き語り,弾き語り配信,2020/12/28,9,Lemon,米津玄師,https://youtu.be/1umV2ZK64Jo?t=4439,TRUE,,
弾き語り,弾き語り配信,2020/12/28,10,デリヘル呼んだら君が来た,ナナホシ管弦楽団,https://youtu.be/1umV2ZK64Jo?t=4754,TRUE,,
弾き語り,弾き語り配信,2020/12/28,11,夕景イエスタデイ,じん,https://youtu.be/1umV2ZK64Jo?t=5101,TRUE,,
弾き語り,弾き語り配信,2020/12/28,12,君じゃなきゃダメみたい,オーイシマサヨシ,https://youtu.be/1umV2ZK64Jo?t=5513,TRUE,,
弾き語り,弾き語り配信,2020/12/28,13,Virtual to LIVE,にじさんじ,https://youtu.be/1umV2ZK64Jo?t=5796,TRUE,,
弾き語り,弾き語り配信,2021/01/08,1,青いベンチ,サスケ,https://youtu.be/ghE8mZ_ZVgk?t=228,TRUE,,
弾き語り,弾き語り配信,2021/01/08,2,ここにしか咲かない花,コブクロ,https://youtu.be/ghE8mZ_ZVgk?t=601,TRUE,,
弾き語り,弾き語り配信,2021/01/08,3,マリーゴールド,あいみょん,https://youtu.be/ghE8mZ_ZVgk?t=1096,TRUE,,
弾き語り,弾き語り配信,2021/01/08,4,フリージア,Uru,https://youtu.be/ghE8mZ_ZVgk?t=1484,TRUE,,
弾き語り,弾き語り配信,2021/01/08,5,1925,冨田悠斗(とみー/T-POCKET),https://youtu.be/ghE8mZ_ZVgk?t=1749,TRUE,,
弾き語り,弾き語り配信,2021/01/08,6,No Logic,ジミーサムP,https://youtu.be/ghE8mZ_ZVgk?t=2119,TRUE,,
弾き語り,弾き語り配信,2021/01/08,7,想像フォレスト,じん,https://youtu.be/ghE8mZ_ZVgk?t=2709,TRUE,,
弾き語り,弾き語り配信,2021/01/08,8,チルドレンレコード,じん,https://youtu.be/ghE8mZ_ZVgk?t=3061,TRUE,,
弾き語り,弾き語り配信,2021/01/08,9,ロミオとシンデレラ,doriko,https://youtu.be/ghE8mZ_ZVgk?t=3317,TRUE,,
弾き語り,弾き語り配信,2021/01/08,10,ニホンノミカタ -ネバダカラキマシタ-,矢島美容室,https://youtu.be/ghE8mZ_ZVgk?t=3783,TRUE,,
弾き語り,弾き語り配信,2021/01/08,11,約束,如月千早(今井麻美),https://youtu.be/ghE8mZ_ZVgk?t=4599,TRUE,,
弾き語り,弾き語り配信,2021/01/08,12,虹,二宮和也,https://youtu.be/ghE8mZ_ZVgk?t=5155,TRUE,,
弾き語り,弾き語り配信,2021/01/08,13,炎,LiSA,https://youtu.be/ghE8mZ_ZVgk?t=5514,TRUE,,
弾き語り,弾き語り配信,2021/01/08,14,sweets parade,髏々宮カルタ(花澤香菜),https://youtu.be/ghE8mZ_ZVgk?t=6503,TRUE,,
弾き語り,弾き語り配信,2021/01/08,15,メルト,ryo(supercell),https://youtu.be/ghE8mZ_ZVgk?t=6659,TRUE,,
弾き語り,弾き語り配信,2021/01/08,16,涙そうそう,夏川りみ,https://youtu.be/ghE8mZ_ZVgk?t=7038,TRUE,,
弾き語り,弾き語り配信,2021/01/12,1,"Hello, Worker",KEI,https://youtu.be/uBLZ_SCeS0g?t=353,TRUE,,
弾き語り,弾き語り配信,2021/01/12,2,花に亡霊,ヨルシカ,https://youtu.be/uBLZ_SCeS0g?t=669,TRUE,,
弾き語り,弾き語り配信,2021/01/12,3,366日,HY,https://youtu.be/uBLZ_SCeS0g?t=1134,TRUE,,
弾き語り,弾き語り配信,2021/01/12,4,心做し,蝶々P,https://youtu.be/uBLZ_SCeS0g?t=1620,TRUE,,
弾き語り,弾き語り配信,2021/01/12,5,かくれんぼ,buzzG,https://youtu.be/uBLZ_SCeS0g?t=2049,TRUE,,
弾き語り,弾き語り配信,2021/01/12,6,星の唄,buzzG,https://youtu.be/uBLZ_SCeS0g?t=2386,TRUE,,
弾き語り,弾き語り配信,2021/01/12,7,らいおんハート,SMAP,https://youtu.be/uBLZ_SCeS0g?t=2807,TRUE,,
弾き語り,弾き語り配信,2021/01/12,8,Good-bye days,YUI,https://youtu.be/uBLZ_SCeS0g?t=3220,TRUE,,
弾き語り,弾き語り配信,2021/01/12,9,My Generation,YUI,https://youtu.be/uBLZ_SCeS0g?t=3485,TRUE,,
弾き語り,弾き語り配信,2021/01/12,10,深愛,水樹奈々,https://youtu.be/uBLZ_SCeS0g?t=3812,TRUE,,
弾き語り,弾き語り配信,2021/01/12,11,SUPER GENERATION,水樹奈々,https://youtu.be/uBLZ_SCeS0g?t=4176,TRUE,,
弾き語り,弾き語り配信,2021/01/12,12,Rain,秦基博,https://youtu.be/uBLZ_SCeS0g?t=4383,TRUE,,
弾き語り,弾き語り配信,2021/01/12,13,Snow halation,μ's,https://youtu.be/uBLZ_SCeS0g?t=4740,TRUE,,
弾き語り,弾き語り配信,2021/01/12,14,1%の恋人,HoneyWorks feat.南(豊永利行),https://youtu.be/uBLZ_SCeS0g?t=5325,TRUE,,
弾き語り,弾き語り配信,2021/01/12,15,君はともだち,ダイアモンド☆ユカイ,https://youtu.be/uBLZ_SCeS0g?t=5872,TRUE,,
弾き語り,弾き語り配信,2021/01/12,16,A Whole New World,石井一孝、麻生かほ里,https://youtu.be/uBLZ_SCeS0g?t=6647,TRUE,,
弾き語り,弾き語り配信,2021/01/12,17,とびら開けて,神田沙也加、津田英佑,https://youtu.be/uBLZ_SCeS0g?t=6327,TRUE,,
弾き語り,弾き語り配信,2021/01/12,18,バレンタイン・キッス,国生さゆり,https://youtu.be/uBLZ_SCeS0g?t=6528,TRUE,,
弾き語り,弾き語り配信,2021/01/12,19,別の人の彼女になったよ,wacci,https://youtu.be/uBLZ_SCeS0g?t=6760,TRUE,,
弾き語り,弾き語り配信,2021/01/12,20,風になる,つじあやの,https://youtu.be/uBLZ_SCeS0g?t=7679,TRUE,,
"弾き語り, アコギ以外",ギタレレ弾き語り,2021/01/16,1,睡蓮花,湘南乃風,https://youtu.be/1tVGjV_v9Ow?t=545,TRUE,,
"弾き語り, アコギ以外",ギタレレ弾き語り,2021/01/16,2,風になる,つじあやの,https://youtu.be/1tVGjV_v9Ow?t=884,TRUE,,
"弾き語り, アコギ以外",ギタレレ弾き語り,2021/01/16,3,いつも何度でも,木村弓,https://youtu.be/1tVGjV_v9Ow?t=1184,TRUE,,
"弾き語り, アコギ以外",ギタレレ弾き語り,2021/01/16,4,猫,DISH//,https://youtu.be/1tVGjV_v9Ow?t=1451,TRUE,,
"弾き語り, アコギ以外",ギタレレ弾き語り,2021/01/16,5,Love so sweet,嵐,https://youtu.be/1tVGjV_v9Ow?t=1628,TRUE,,
"弾き語り, アコギ以外",ギタレレ弾き語り,2021/01/16,6,葛飾ラプソディ,堂島孝平,https://youtu.be/1tVGjV_v9Ow?t=1775,TRUE,,
"弾き語り, アコギ以外",ギタレレ弾き語り,2021/01/16,7,やさしさに包まれたなら,松任谷由実,https://youtu.be/1tVGjV_v9Ow?t=1996,TRUE,,
"弾き語り, アコギ以外",ギタレレ弾き語り,2021/01/16,8,さくらんぼ,大塚愛,https://youtu.be/1tVGjV_v9Ow?t=2124,TRUE,,
"弾き語り, アコギ以外",ギタレレ弾き語り,2021/01/16,9,おジャ魔女カーニバル!!,MAHO堂,https://youtu.be/1tVGjV_v9Ow?t=2326,TRUE,,
"弾き語り, アコギ以外",ギタレレ弾き語り,2021/01/16,10,亜麻色の髪の乙女,島谷ひとみ,https://youtu.be/1tVGjV_v9Ow?t=2521,TRUE,,
"弾き語り, アコギ以外",ギタレレ弾き語り,2021/01/16,11,ぼうやの夢よ,エミリア(高橋李依),https://youtu.be/1tVGjV_v9Ow?t=2689,TRUE,,
"弾き語り, アコギ以外",ギタレレ弾き語り,2021/01/16,12,ちいさな冒険者,アクア(雨宮天)、めぐみん(高橋李依)、ダクネス(茅野愛衣),https://youtu.be/1tVGjV_v9Ow?t=2814,TRUE,,
"弾き語り, アコギ以外",ギタレレ弾き語り,2021/01/16,13,恋するフォーチュンクッキー,AKB48,https://youtu.be/1tVGjV_v9Ow?t=2944,TRUE,,
"弾き語り, アコギ以外",ギタレレ弾き語り,2021/01/16,14,ピエロ,KEI,https://youtu.be/1tVGjV_v9Ow?t=3145,TRUE,,
"弾き語り, アコギ以外",ギタレレ弾き語り,2021/01/16,15,115万キロのフィルム,Official髭男Dism,https://youtu.be/1tVGjV_v9Ow?t=3675,TRUE,,
弾き語り,弾き語り配信,2021/01/16,16,Rainbow,ROUND TABLE feat.Nino,https://youtu.be/1tVGjV_v9Ow?t=4006,TRUE,,
弾き語り,弾き語り配信,2021/01/16,17,カブトムシ,aiko,https://youtu.be/1tVGjV_v9Ow?t=4803,TRUE,,
弾き語り,弾き語り配信,2021/01/16,18,Little Traveler,ジミーサムP,https://youtu.be/1tVGjV_v9Ow?t=5054,TRUE,,
弾き語り,弾き語り配信,2021/01/21,1,少年ブレイヴ,じん,https://youtu.be/W4L6uxcV4zw?t=360,TRUE,,
弾き語り,弾き語り配信,2021/01/21,2,決意の朝に,Aqua Timez,https://youtu.be/W4L6uxcV4zw?t=912,TRUE,,
弾き語り,弾き語り配信,2021/01/21,3,Pretender,Official髭男dism,https://youtu.be/W4L6uxcV4zw?t=1354,TRUE,,
弾き語り,弾き語り配信,2021/01/21,4,Ghost of a smile,EGOIST,https://youtu.be/W4L6uxcV4zw?t=1799,TRUE,,
弾き語り,弾き語り配信,2021/01/21,5,いけないボーダーライン,ワルキューレ,https://youtu.be/W4L6uxcV4zw?t=2178,TRUE,,
弾き語り,弾き語り配信,2021/01/21,6,ダイアモンド クレバス,シェリル・ノーム starring May'n,https://youtu.be/W4L6uxcV4zw?t=2458,TRUE,,
弾き語り,弾き語り配信,2021/01/21,7,ふたたび,平原綾香,https://youtu.be/W4L6uxcV4zw?t=2966,TRUE,,
弾き語り,弾き語り配信,2021/01/21,8,サリシノハラ,みきとP,https://youtu.be/W4L6uxcV4zw?t=3137,TRUE,,
弾き語り,弾き語り配信,2021/01/21,9,愛にできることはまだあるかい,RADWIMPS,https://youtu.be/W4L6uxcV4zw?t=3290,TRUE,,
弾き語り,弾き語り配信,2021/01/21,10,祝祭,RADWIMPS,https://youtu.be/W4L6uxcV4zw?t=3461,TRUE,,
弾き語り,弾き語り配信,2021/01/21,11,UNION,OxT,https://youtu.be/W4L6uxcV4zw?t=4022,TRUE,,
弾き語り,弾き語り配信,2021/01/21,12,God knows…,涼宮ハルヒ(平野綾),https://youtu.be/W4L6uxcV4zw?t=4492,TRUE,,
弾き語り,弾き語り配信,2021/01/21,13,溝ノ口太陽族,manzo,https://youtu.be/W4L6uxcV4zw?t=4891,TRUE,,
弾き語り,弾き語り配信,2021/01/21,14,RAINBOW GIRL,となさ,https://youtu.be/W4L6uxcV4zw?t=6493,TRUE,,
"弾き語り, メン限",メン限（歌ったり）,2021/01/25,1,（メン限）,,https://youtu.be/ttzWv6KAMJE,TRUE,,
弾き語り,弾き語り配信,2021/01/29,1,ほうき星,ユンナ,https://youtu.be/OBQ9nHCtvYU?t=309,TRUE,,
弾き語り,弾き語り配信,2021/01/29,2,残酷な天使のテーゼ,高橋洋子,https://youtu.be/OBQ9nHCtvYU?t=596,TRUE,,
弾き語り,弾き語り配信,2021/01/29,3,夜空ノムコウ,SMAP,https://youtu.be/OBQ9nHCtvYU?t=1053,TRUE,,
弾き語り,弾き語り配信,2021/01/29,4,Progress,スガシカオ,https://youtu.be/OBQ9nHCtvYU?t=1504,TRUE,,
弾き語り,弾き語り配信,2021/01/29,5,アスノヨゾラ哨戒班,Orangestar,https://youtu.be/OBQ9nHCtvYU?t=1643,TRUE,,
弾き語り,弾き語り配信,2021/01/29,6,全部君がいたから知ったんだ,鈴木このみ,https://youtu.be/OBQ9nHCtvYU?t=1999,TRUE,,
弾き語り,弾き語り配信,2021/01/29,7,When You Wish Upon A Star,Cliff Edwards,https://youtu.be/OBQ9nHCtvYU?t=2348,TRUE,,
弾き語り,弾き語り配信,2021/01/29,8,となりのトトロ,井上あずみ,https://youtu.be/OBQ9nHCtvYU?t=2661,TRUE,,
弾き語り,弾き語り配信,2021/01/29,9,カントリーロード,本名陽子,https://youtu.be/OBQ9nHCtvYU?t=3051,TRUE,,
弾き語り,弾き語り配信,2021/01/29,10,いのちの名前,木村弓,https://youtu.be/OBQ9nHCtvYU?t=3252,TRUE,,
弾き語り,弾き語り配信,2021/01/29,11,さくら,森山直太朗,https://youtu.be/OBQ9nHCtvYU?t=3793,TRUE,,
弾き語り,弾き語り配信,2021/01/29,12,白夜～True Light～,宮本駿一,https://youtu.be/OBQ9nHCtvYU?t=4175,TRUE,,
弾き語り,弾き語り配信,2021/01/29,13,ねぇ,藤田麻衣子,https://youtu.be/OBQ9nHCtvYU?t=4888,TRUE,,
弾き語り,弾き語り配信,2021/01/29,14,キラメキ,wacci,https://youtu.be/OBQ9nHCtvYU?t=5673,TRUE,,
弾き語り,弾き語り配信,2021/01/29,15,七色シンフォニー,コアラモード.,https://youtu.be/OBQ9nHCtvYU?t=6088,TRUE,,
弾き語り,弾き語り配信,2021/01/29,16,恋,奥華子,https://youtu.be/OBQ9nHCtvYU?t=6489,TRUE,,
弾き語り,弾き語り配信,2021/01/29,17,涙そうそう,夏川りみ,https://youtu.be/OBQ9nHCtvYU?t=7564,TRUE,,
弾き語り,弾き語り配信,2021/02/05,1,RAIN,SEKAI NO OWARI,https://youtu.be/RAh5zCvb_yc?t=392,TRUE,,
弾き語り,弾き語り配信,2021/02/05,2,一斉の声,喜多修平,https://youtu.be/RAh5zCvb_yc?t=832,TRUE,,
弾き語り,弾き語り配信,2021/02/05,3,Let Me Be With You,ROUND TABLE feat.Nino,https://youtu.be/RAh5zCvb_yc?t=1757,TRUE,,
弾き語り,弾き語り配信,2021/02/05,4,アンパンマンのマーチ,島本須美,https://youtu.be/RAh5zCvb_yc?t=2193,TRUE,,
弾き語り,弾き語り配信,2021/02/05,5,リニアブルーを聴きながら,UNISON SQUARE GARDEN,https://youtu.be/RAh5zCvb_yc?t=2596,TRUE,,
弾き語り,弾き語り配信,2021/02/05,6,All Alone With You,EGOIST,https://youtu.be/RAh5zCvb_yc?t=3083,TRUE,,
弾き語り,弾き語り配信,2021/02/05,7,変わらないもの,奥華子,https://youtu.be/RAh5zCvb_yc?t=3686,TRUE,,
弾き語り,弾き語り配信,2021/02/05,8,幸せ願う彼方から,泉かなた(島本須美),https://youtu.be/RAh5zCvb_yc?t=4058,TRUE,,
弾き語り,弾き語り配信,2021/02/05,9,"Don't say ""lazy""",放課後ティータイム(桜高軽音部),https://youtu.be/RAh5zCvb_yc?t=4548,TRUE,,
弾き語り,弾き語り配信,2021/02/05,10,境界の彼方,茅原美里,https://youtu.be/RAh5zCvb_yc?t=5218,TRUE,,
弾き語り,弾き語り配信,2021/02/05,11,もう恋なんてしない,槇原敬之,https://youtu.be/RAh5zCvb_yc?t=6525,TRUE,,
弾き語り,弾き語り配信,2021/02/05,12,Hungry Spider,槇原敬之,https://youtu.be/RAh5zCvb_yc?t=6792,TRUE,,
弾き語り,弾き語り配信,2021/02/08,1,ニア,夏代孝明,https://youtu.be/VJDCDWsN7jU?t=313,TRUE,,
弾き語り,弾き語り配信,2021/02/08,2,Butter-Fly,和田光司,https://youtu.be/VJDCDWsN7jU?t=1004,TRUE,,
弾き語り,弾き語り配信,2021/02/08,3,COLORS,FLOW,https://youtu.be/VJDCDWsN7jU?t=1401,TRUE,,
弾き語り,弾き語り配信,2021/02/08,4,READY STEADY GO,L'Arc~en~Ciel,https://youtu.be/VJDCDWsN7jU?t=1801,TRUE,,
弾き語り,弾き語り配信,2021/02/08,5,ホログラム,NICO Touches the Walls,https://youtu.be/VJDCDWsN7jU?t=2129,TRUE,,
弾き語り,弾き語り配信,2021/02/08,6,GLAMOROUS SKY,中島美嘉,https://youtu.be/VJDCDWsN7jU?t=2472,TRUE,,
弾き語り,弾き語り配信,2021/02/08,7,愛のうた,ストロベリー・フラワー,https://youtu.be/VJDCDWsN7jU?t=3247,TRUE,,
弾き語り,弾き語り配信,2021/02/08,8,シンデレラ・クリスマス,KinKi Kids,https://youtu.be/VJDCDWsN7jU?t=6080,TRUE,,
弾き語り,弾き語り配信,2021/02/08,9,TAKE ME HIGHER,V6,https://youtu.be/VJDCDWsN7jU?t=6485,TRUE,,
弾き語り,弾き語り配信,2021/02/08,10,ラ♪ラ♪ラ♪スイートプリキュア♪,工藤真由,https://youtu.be/VJDCDWsN7jU?t=6776,TRUE,,
弾き語り,弾き語り配信,2021/02/08,11,睡蓮花,湘南乃風,https://youtu.be/VJDCDWsN7jU?t=8121,TRUE,,
弾き語り,弾き語り配信,2021/02/08,12,ロコローション,ORANGE RANGE,https://youtu.be/VJDCDWsN7jU?t=8638,TRUE,,
弾き語り,弾き語り配信,2021/02/08,13,シャカビーチ～Laka Laka La～,UVERworld,https://youtu.be/VJDCDWsN7jU?t=8875,TRUE,,
弾き語り,弾き語り配信,2021/02/08,14,青と夏,Mrs.GREEN APPLE,https://youtu.be/VJDCDWsN7jU?t=9117,TRUE,,
弾き語り,弾き語り配信,2021/02/14,1,バレンタイン・キッス,国生さゆり,https://youtu.be/NXqpl-9tw8c?t=295,TRUE,,
